album,track_title,track_url,track_views
The Blueprint,Izzo (H.O.V.A.) Lyrics,https://genius.com/Jay-z-izzo-hova-lyrics,515.5K
The Blueprint,"Girls, Girls, Girls Lyrics",https://genius.com/Jay-z-girls-girls-girls-lyrics,331.4K
The Blueprint,Jigga That Nigga Lyrics,https://genius.com/Jay-z-jigga-that-nigga-lyrics,82.8K
The Blueprint,U Don't Know Lyrics,https://genius.com/Jay-z-u-dont-know-lyrics,357.4K
The Blueprint,Hola' Hovito Lyrics,https://genius.com/Jay-z-hola-hovito-lyrics,114.6K
The Blueprint,Heart of the City (Ain't No Love) Lyrics,https://genius.com/Jay-z-heart-of-the-city-aint-no-love-lyrics,344.3K
The Blueprint,Never Change Lyrics,https://genius.com/Jay-z-never-change-lyrics,224K
The Blueprint,Song Cry Lyrics,https://genius.com/Jay-z-song-cry-lyrics,697.2K
The Blueprint,All I Need Lyrics,https://genius.com/Jay-z-all-i-need-lyrics,132.5K
The Blueprint,Renegade (Ft. Eminem) Lyrics,https://genius.com/Jay-z-renegade-lyrics,1M
The Blueprint,Blueprint (Momma Loves Me) Lyrics,https://genius.com/Jay-z-blueprint-momma-loves-me-lyrics,141.2K
The Blueprint,Breathe Easy (Lyrical Exercise) Lyrics,https://genius.com/Jay-z-breathe-easy-lyrical-exercise-lyrics,92.3K
The Blueprint,"Girls, Girls, Girls, Pt. 2 Lyrics",https://genius.com/Jay-z-girls-girls-girls-pt-2-lyrics,92.7K
The Dynasty: Roc La Familia 2000,The Dynasty (Intro) Lyrics,https://genius.com/Jay-z-the-dynasty-intro-lyrics,124.9K
The Dynasty: Roc La Familia 2000,Change the Game (Ft. Beanie Sigel & Memphis Bleek) Lyrics,https://genius.com/Jay-z-change-the-game-lyrics,28.8K
The Dynasty: Roc La Familia 2000,I Just Wanna Love U (Give it 2 Me) (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-i-just-wanna-love-u-give-it-2-me-lyrics,332.9K
The Dynasty: Roc La Familia 2000,Streets Is Talking by JAY-Z & Beanie Sigel Lyrics,https://genius.com/Jay-z-and-beanie-sigel-streets-is-talking-lyrics,41.5K
The Dynasty: Roc La Familia 2000,This Can't Be Life by JAY-Z & Beanie Sigel (Ft. Scarface) Lyrics,https://genius.com/Jay-z-and-beanie-sigel-this-cant-be-life-lyrics,157.5K
The Dynasty: Roc La Familia 2000,Get Your Mind Right Mami by JAY-Z & Memphis Bleek (Ft. Snoop Dogg) Lyrics,https://genius.com/Jay-z-and-memphis-bleek-get-your-mind-right-mami-lyrics,32.9K
The Dynasty: Roc La Familia 2000,Stick 2 the Script by JAY-Z & Beanie Sigel (Ft. DJ Clue?) Lyrics,https://genius.com/Jay-z-and-beanie-sigel-stick-2-the-script-lyrics,24.7K
The Dynasty: Roc La Familia 2000,"You, Me, Him and Her by JAY-Z & Dynasty Lyrics",https://genius.com/Jay-z-and-dynasty-you-me-him-and-her-lyrics,31.1K
The Dynasty: Roc La Familia 2000,Guilty Until Proven Innocent (Ft. R. Kelly) Lyrics,https://genius.com/Jay-z-guilty-until-proven-innocent-lyrics,26.1K
The Dynasty: Roc La Familia 2000,"Parking Lot Pimpin' (Ft. Beanie Sigel, Lil' Mo & Memphis Bleek) Lyrics",https://genius.com/Jay-z-parking-lot-pimpin-lyrics,16.4K
The Dynasty: Roc La Familia 2000,Holla by Memphis Bleek Lyrics,https://genius.com/Memphis-bleek-holla-lyrics,5.8K
The Dynasty: Roc La Familia 2000,1-900-Hustler by JAY-Z & Beanie Sigel (Ft. Freeway & Memphis Bleek) Lyrics,https://genius.com/Jay-z-and-beanie-sigel-1-900-hustler-lyrics,42K
The Dynasty: Roc La Familia 2000,The R.O.C. by Beanie Sigel & Memphis Bleek Lyrics,https://genius.com/Beanie-sigel-and-memphis-bleek-the-roc-lyrics,
The Dynasty: Roc La Familia 2000,Soon You'll Understand Lyrics,https://genius.com/Jay-z-soon-youll-understand-lyrics,89.8K
The Dynasty: Roc La Familia 2000,Squeeze 1st Lyrics,https://genius.com/Jay-z-squeeze-1st-lyrics,20.9K
The Dynasty: Roc La Familia 2000,Where Have You Been (Ft. Beanie Sigel) Lyrics,https://genius.com/Jay-z-where-have-you-been-lyrics,60.3K
Vol. 3… Life and Times of S. Carter,Hova Song (Intro) (Ft. Pain In Da Ass) Lyrics,https://genius.com/Jay-z-hova-song-intro-lyrics,37.3K
Vol. 3… Life and Times of S. Carter,So Ghetto Lyrics,https://genius.com/Jay-z-so-ghetto-lyrics,59.5K
Vol. 3… Life and Times of S. Carter,Do It Again (Put Ya Hands Up) (Ft. Amil & Beanie Sigel) Lyrics,https://genius.com/Jay-z-do-it-again-put-ya-hands-up-lyrics,53.8K
Vol. 3… Life and Times of S. Carter,Dope Man Lyrics,https://genius.com/Jay-z-dope-man-lyrics,29.2K
Vol. 3… Life and Times of S. Carter,Things That U Do (Ft. Mariah Carey) Lyrics,https://genius.com/Jay-z-things-that-u-do-lyrics,22.8K
Vol. 3… Life and Times of S. Carter,It's Hot (Some Like It Hot) Lyrics,https://genius.com/Jay-z-its-hot-some-like-it-hot-lyrics,92.7K
Vol. 3… Life and Times of S. Carter,Snoopy Track (Ft. Juvenile) Lyrics,https://genius.com/Jay-z-snoopy-track-lyrics,21.8K
Vol. 3… Life and Times of S. Carter,S. Carter (Ft. Amil) Lyrics,https://genius.com/Jay-z-s-carter-lyrics,15.6K
Vol. 3… Life and Times of S. Carter,"Pop 4 Roc (Ft. Amil, Beanie Sigel & Memphis Bleek) Lyrics",https://genius.com/Jay-z-pop-4-roc-lyrics,7.4K
Vol. 3… Life and Times of S. Carter,Watch Me (Ft. Dr. Dre) Lyrics,https://genius.com/Jay-z-watch-me-lyrics,34.1K
Vol. 3… Life and Times of S. Carter,Big Pimpin' (Ft. UGK) Lyrics,https://genius.com/Jay-z-big-pimpin-lyrics,677.9K
Vol. 3… Life and Times of S. Carter,There's Been a Murder Lyrics,https://genius.com/Jay-z-theres-been-a-murder-lyrics,31.6K
Vol. 3… Life and Times of S. Carter,Come and Get Me Lyrics,https://genius.com/Jay-z-come-and-get-me-lyrics,42.1K
Vol. 3… Life and Times of S. Carter,NYMP Lyrics,https://genius.com/Jay-z-nymp-lyrics,15.8K
Vol. 3… Life and Times of S. Carter,Hova Song (Outro) Lyrics,https://genius.com/Jay-z-hova-song-outro-lyrics,13.9K
Vol. 3… Life and Times of S. Carter,Jigga My Nigga Lyrics,https://genius.com/Jay-z-jigga-my-nigga-lyrics,56K
Vol. 3… Life and Times of S. Carter,Girl's Best Friend Lyrics,https://genius.com/Jay-z-girls-best-friend-lyrics,19.5K
Vol. 3… Life and Times of S. Carter,Is That Yo Bitch? (Ft. Missy Elliott & Twista) Lyrics,https://genius.com/Jay-z-is-that-yo-bitch-lyrics,46.2K
Vol. 3… Life and Times of S. Carter,Anything Lyrics,https://genius.com/Jay-z-anything-lyrics,136.9K
Vol. 3… Life and Times of S. Carter,Hova Interlude Lyrics,https://genius.com/Jay-z-hova-interlude-lyrics,7.2K
Vol. 2… Hard Knock Life,Intro - Hand It Down (Ft. Memphis Bleek & Pain In Da Ass) Lyrics,https://genius.com/Jay-z-intro-hand-it-down-lyrics,23.4K
Vol. 2… Hard Knock Life,Hard Knock Life (Ghetto Anthem) Lyrics,https://genius.com/Jay-z-hard-knock-life-ghetto-anthem-lyrics,441.4K
Vol. 2… Hard Knock Life,If I Should Die (Ft. Da Ranjahz) Lyrics,https://genius.com/Jay-z-if-i-should-die-lyrics,29.5K
Vol. 2… Hard Knock Life,Ride or Die Lyrics,https://genius.com/Jay-z-ride-or-die-lyrics,47.6K
Vol. 2… Hard Knock Life,"Nigga What, Nigga Who (Originator '99) (Ft. Amil & Jaz-O) Lyrics",https://genius.com/Jay-z-nigga-what-nigga-who-originator-99-lyrics,89.1K
Vol. 2… Hard Knock Life,"Money, Cash, Hoes (Ft. DMX) Lyrics",https://genius.com/Jay-z-money-cash-hoes-lyrics,99.3K
Vol. 2… Hard Knock Life,A Week Ago (Ft. Too $hort) Lyrics,https://genius.com/Jay-z-a-week-ago-lyrics,148.6K
Vol. 2… Hard Knock Life,Coming of Age (Da Sequel) (Ft. Memphis Bleek) Lyrics,https://genius.com/Jay-z-coming-of-age-da-sequel-lyrics,38.3K
Vol. 2… Hard Knock Life,Can I Get A… (Ft. Amil & Ja Rule) Lyrics,https://genius.com/Jay-z-can-i-get-a-lyrics,315.3K
Vol. 2… Hard Knock Life,Paper Chase (Ft. Foxy Brown) Lyrics,https://genius.com/Jay-z-paper-chase-lyrics,14.2K
Vol. 2… Hard Knock Life,"Reservoir Dogs (Ft. Beanie Sigel, The LOX & Sauce Money) Lyrics",https://genius.com/Jay-z-reservoir-dogs-lyrics,60.1K
Vol. 2… Hard Knock Life,It's Like That (Ft. Kid Capri) Lyrics,https://genius.com/Jay-z-its-like-that-lyrics,32K
Vol. 2… Hard Knock Life,It's Alright by Memphis Bleek & JAY-Z Lyrics,https://genius.com/Memphis-bleek-and-jay-z-its-alright-lyrics,15.4K
Vol. 2… Hard Knock Life,Money Ain't a Thang by Jermaine Dupri (Ft. JAY-Z) Lyrics,https://genius.com/Jermaine-dupri-money-aint-a-thang-lyrics,75K
Streets is Watching Soundtrack,It's Alright by Memphis Bleek & JAY-Z Lyrics,https://genius.com/Memphis-bleek-and-jay-z-its-alright-lyrics,15.4K
Streets is Watching Soundtrack,Love For Free by Rell (Ft. JAY-Z) Lyrics,https://genius.com/Rell-love-for-free-lyrics,5.1K
Streets is Watching Soundtrack,Only a Customer Lyrics,https://genius.com/Jay-z-only-a-customer-lyrics,12K
Streets is Watching Soundtrack,Pimp This Love by Christion Lyrics,,(Missing Lyrics)
Streets is Watching Soundtrack,Murdergram by Murder Inc. Lyrics,https://genius.com/Murder-inc-murdergram-lyrics,12.5K
Streets is Watching Soundtrack,The Doe by Diamonds in Da Ruff Lyrics,https://genius.com/Diamonds-in-da-ruff-the-doe-lyrics,
Streets is Watching Soundtrack,Crazy by The Usual Suspects Lyrics,,(Missing Lyrics)
Streets is Watching Soundtrack,In My Lifetime (Remix) Lyrics,https://genius.com/Jay-z-in-my-lifetime-remix-lyrics,34.9K
Streets is Watching Soundtrack,Your Love by Christion (Ft. JAY-Z) Lyrics,https://genius.com/Christion-your-love-lyrics,
Streets is Watching Soundtrack,Thugs 'R' Us by DJ Clue? (Ft. N.O.R.E.) Lyrics,https://genius.com/Dj-clue-thugs-r-us-lyrics,
Streets is Watching Soundtrack,Fly Nigga Hill Figga by M.O.P. Lyrics,https://genius.com/Mop-fly-nigga-hill-figga-lyrics,
Streets is Watching Soundtrack,"Celebration (Ft. Memphis Bleek, Pain In Da Ass, Sauce Money & Wais P) Lyrics",https://genius.com/Jay-z-celebration-lyrics,
"In My Lifetime, Vol. 1",Intro: A Million and One Questions / Rhyme No More (Ft. Pain In Da Ass) Lyrics,https://genius.com/Jay-z-intro-a-million-and-one-questions-rhyme-no-more-lyrics,143.4K
"In My Lifetime, Vol. 1",The City Is Mine (Ft. Blackstreet) Lyrics,https://genius.com/Jay-z-the-city-is-mine-lyrics,52.2K
"In My Lifetime, Vol. 1",I Know What Girls Like (Ft. Diddy & Lil' Kim) Lyrics,https://genius.com/Jay-z-i-know-what-girls-like-lyrics,31K
"In My Lifetime, Vol. 1",Imaginary Player Lyrics,https://genius.com/Jay-z-imaginary-player-lyrics,158.4K
"In My Lifetime, Vol. 1",Streets Is Watching Lyrics,https://genius.com/Jay-z-streets-is-watching-lyrics,83.3K
"In My Lifetime, Vol. 1",Friend or Foe '98 Lyrics,https://genius.com/Jay-z-friend-or-foe-98-lyrics,29.2K
"In My Lifetime, Vol. 1",Lucky Me Lyrics,https://genius.com/Jay-z-lucky-me-lyrics,70.1K
"In My Lifetime, Vol. 1",(Always Be My) Sunshine (Ft. Babyface & Foxy Brown) Lyrics,https://genius.com/Jay-z-always-be-my-sunshine-lyrics,49K
"In My Lifetime, Vol. 1",Who You Wit II Lyrics,https://genius.com/Jay-z-who-you-wit-ii-lyrics,39.6K
"In My Lifetime, Vol. 1",Face Off (Ft. Sauce Money) Lyrics,https://genius.com/Jay-z-face-off-lyrics,10.2K
"In My Lifetime, Vol. 1",Real Niggaz (Ft. Too $hort) Lyrics,https://genius.com/Jay-z-real-niggaz-lyrics,16.3K
"In My Lifetime, Vol. 1",Rap Game / Crack Game Lyrics,https://genius.com/Jay-z-rap-game-crack-game-lyrics,30.1K
"In My Lifetime, Vol. 1",Where I'm From Lyrics,https://genius.com/Jay-z-where-im-from-lyrics,221.6K
"In My Lifetime, Vol. 1",You Must Love Me Lyrics,https://genius.com/Jay-z-you-must-love-me-lyrics,100.2K
"In My Lifetime, Vol. 1",Wishing on a Star (Ft. Gwen Dickey) Lyrics,https://genius.com/Jay-z-wishing-on-a-star-lyrics,20.8K
Reasonable Doubt,Can't Knock the Hustle (Ft. Mary J. Blige) Lyrics,https://genius.com/Jay-z-cant-knock-the-hustle-lyrics,294.6K
Reasonable Doubt,Politics as Usual Lyrics,https://genius.com/Jay-z-politics-as-usual-lyrics,160.3K
Reasonable Doubt,Brooklyn's Finest (Ft. The Notorious B.I.G.) Lyrics,https://genius.com/Jay-z-brooklyns-finest-lyrics,331.5K
Reasonable Doubt,Dead Presidents II Lyrics,https://genius.com/Jay-z-dead-presidents-ii-lyrics,393K
Reasonable Doubt,Feelin' It (Ft. Angela “Mecca” Scott) Lyrics,https://genius.com/Jay-z-feelin-it-lyrics,266.1K
Reasonable Doubt,D'Evils Lyrics,https://genius.com/Jay-z-devils-lyrics,459.8K
Reasonable Doubt,22 Two's Lyrics,https://genius.com/Jay-z-22-twos-lyrics,176.6K
Reasonable Doubt,Can I Live Lyrics,https://genius.com/Jay-z-can-i-live-lyrics,432.8K
Reasonable Doubt,Ain't No Nigga (Ft. Foxy Brown) Lyrics,https://genius.com/Jay-z-aint-no-nigga-lyrics,140.3K
Reasonable Doubt,Friend or Foe Lyrics,https://genius.com/Jay-z-friend-or-foe-lyrics,93.4K
Reasonable Doubt,Coming of Age (Ft. Memphis Bleek) Lyrics,https://genius.com/Jay-z-coming-of-age-lyrics,86.6K
Reasonable Doubt,Cashmere Thoughts Lyrics,https://genius.com/Jay-z-cashmere-thoughts-lyrics,86.4K
Reasonable Doubt,Bring It On (Ft. Jaz-O & Sauce Money) Lyrics,https://genius.com/Jay-z-bring-it-on-lyrics,122K
Reasonable Doubt,Regrets Lyrics,https://genius.com/Jay-z-regrets-lyrics,133.7K
Reasonable Doubt,Can't Knock the Hustle (Fool's Paradise Remix) (Ft. Meli'sa Morgan) Lyrics,https://genius.com/Jay-z-cant-knock-the-hustle-fools-paradise-remix-lyrics,5.6K
Reasonable Doubt,Can I Live II (Ft. Memphis Bleek) Lyrics,https://genius.com/Jay-z-can-i-live-ii-lyrics,42.4K
In My Lifetime - Single,In My Lifetime Lyrics,https://genius.com/Jay-z-in-my-lifetime-lyrics,32.8K
